_id,Year,Month,State,ATC_Classification,Scheme,Services,Benefits($)
3567,2015,October,SA,Various +,Normal Arrangements RPBS,108,8127
3568,2015,October,SA,Other ++,Normal Arrangements PBS,685,11563
3569,2015,October,SA,Other ++,Normal Arrangements RPBS,4263,168256
3570,2015,October,WA,Alimentary Tract and Metabolism,Normal Arrangements PBS,233030,7549034
3571,2015,October,WA,Alimentary Tract and Metabolism,Special Arrangements PBS,289,7721
3572,2015,October,WA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,10912,259540
3573,2015,October,WA,Blood and Blood Forming Organs,Normal Arrangements PBS,75526,3361454
3574,2015,October,WA,Blood and Blood Forming Organs,Special Arrangements PBS,816,1075531
3575,2015,October,WA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4370,151682
3576,2015,October,WA,Blood and Blood Forming Organs,Special Arrangements RPBS,39,44635
3577,2015,October,WA,Cardiovascular System,Normal Arrangements PBS,480427,8662409
3578,2015,October,WA,Cardiovascular System,Special Arrangements PBS,102,236926
3579,2015,October,WA,Cardiovascular System,Normal Arrangements RPBS,20671,352678
3580,2015,October,WA,Cardiovascular System,Special Arrangements RPBS,5,10160
3581,2015,October,WA,Dermatologicals,Normal Arrangements PBS,22973,551831
3582,2015,October,WA,Dermatologicals,Normal Arrangements RPBS,1202,28644
3583,2015,October,WA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,26988,1322939
3584,2015,October,WA,Genito Urinary System and Sex Hormones,Special Arrangements PBS,1083,776181
3585,2015,October,WA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1488,80301
3586,2015,October,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,26573,626058
3587,2015,October,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,524,521940
3588,2015,October,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,891,15266
3589,2015,October,WA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,2731
3590,2015,October,WA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,104220,3219967
3591,2015,October,WA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,81,201541
3592,2015,October,WA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,3454,55648
3593,2015,October,WA,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,1684
3594,2015,October,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,29357,23621901
3595,2015,October,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3345,5107552
3596,2015,October,WA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,625,454822
3597,2015,October,WA,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,33,50272
3598,2015,October,WA,Musculo-Skeletal System,Normal Arrangements PBS,60446,2147641
3599,2015,October,WA,Musculo-Skeletal System,Special Arrangements PBS,316,152169
3600,2015,October,WA,Musculo-Skeletal System,Normal Arrangements RPBS,2648,93244
3601,2015,October,WA,Musculo-Skeletal System,Special Arrangements RPBS,19,8583
3602,2015,October,WA,Nervous System,Normal Arrangements PBS,395445,11294427
3603,2015,October,WA,Nervous System,Special Arrangements PBS,311,64601
3604,2015,October,WA,Nervous System,Normal Arrangements RPBS,16207,367148
3605,2015,October,WA,Nervous System,Special Arrangements RPBS,3,10264
3606,2015,October,WA,Anti-Parasitic Products,Normal Arrangements PBS,660,22012
3607,2015,October,WA,Anti-Parasitic Products,Normal Arrangements RPBS,23,549
3608,2015,October,WA,Respiratory System,Normal Arrangements PBS,81311,3597952
3609,2015,October,WA,Respiratory System,Special Arrangements PBS,71,114196
3610,2015,October,WA,Respiratory System,Normal Arrangements RPBS,2993,139818
3611,2015,October,WA,Sensory Organs,Normal Arrangements PBS,58781,3391760
3612,2015,October,WA,Sensory Organs,Normal Arrangements RPBS,4009,309431
3613,2015,October,WA,Various +,Normal Arrangements PBS,2317,420654
3614,2015,October,WA,Various +,Special Arrangements PBS,96,116700
3615,2015,October,WA,Various +,Normal Arrangements RPBS,128,7853
3616,2015,October,WA,Other ++,Normal Arrangements PBS,853,13986
3617,2015,October,WA,Other ++,Normal Arrangements RPBS,6826,194829
3618,2015,October,TAS,Alimentary Tract and Metabolism,Normal Arrangements PBS,69969,2292583
3619,2015,October,TAS,Alimentary Tract and Metabolism,Normal Arrangements RPBS,3498,89397
3620,2015,October,TAS,Blood and Blood Forming Organs,Normal Arrangements PBS,18593,767987
3621,2015,October,TAS,Blood and Blood Forming Organs,Special Arrangements PBS,175,209979
3622,2015,October,TAS,Blood and Blood Forming Organs,Normal Arrangements RPBS,1323,45554
3623,2015,October,TAS,Blood and Blood Forming Organs,Special Arrangements RPBS,6,4355
3624,2015,October,TAS,Cardiovascular System,Normal Arrangements PBS,144983,2739377
3625,2015,October,TAS,Cardiovascular System,Special Arrangements PBS,91,260085
3626,2015,October,TAS,Cardiovascular System,Normal Arrangements RPBS,6727,111923
3627,2015,October,TAS,Cardiovascular System,Special Arrangements RPBS,2,5835
3628,2015,October,TAS,Dermatologicals,Normal Arrangements PBS,6740,171304
3629,2015,October,TAS,Dermatologicals,Normal Arrangements RPBS,403,9831
3630,2015,October,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,8122,305922
3631,2015,October,TAS,Genito Urinary System and Sex Hormones,Special Arrangements PBS,370,204154
3632,2015,October,TAS,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,307,13782
3633,2015,October,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,9347,152689
3634,2015,October,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,138,103250
3635,2015,October,TAS,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,385,5201
3636,2015,October,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,28463,512649
3637,2015,October,TAS,General Anti-Infectives for Systemic Use,Special Arrangements PBS,5,6852
3638,2015,October,TAS,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1095,14393
3639,2015,October,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,7451,4909725
3640,2015,October,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,390,650810
3641,2015,October,TAS,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,165,115580
3642,2015,October,TAS,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,11,4915
3643,2015,October,TAS,Musculo-Skeletal System,Normal Arrangements PBS,16821,578701
3644,2015,October,TAS,Musculo-Skeletal System,Special Arrangements PBS,63,29213
3645,2015,October,TAS,Musculo-Skeletal System,Normal Arrangements RPBS,740,28510
3646,2015,October,TAS,Musculo-Skeletal System,Special Arrangements RPBS,1,444
3647,2015,October,TAS,Nervous System,Normal Arrangements PBS,122868,3434172
3648,2015,October,TAS,Nervous System,Special Arrangements PBS,64,7204
3649,2015,October,TAS,Nervous System,Normal Arrangements RPBS,5539,130933
3650,2015,October,TAS,Anti-Parasitic Products,Normal Arrangements PBS,136,2330
3651,2015,October,TAS,Anti-Parasitic Products,Normal Arrangements RPBS,4,105
3652,2015,October,TAS,Respiratory System,Normal Arrangements PBS,27376,1174724
3653,2015,October,TAS,Respiratory System,Special Arrangements PBS,8,17651
3654,2015,October,TAS,Respiratory System,Normal Arrangements RPBS,1024,48287
3655,2015,October,TAS,Sensory Organs,Normal Arrangements PBS,15594,1049831
3656,2015,October,TAS,Sensory Organs,Normal Arrangements RPBS,1229,121413
3657,2015,October,TAS,Various +,Normal Arrangements PBS,543,76975
3658,2015,October,TAS,Various +,Special Arrangements PBS,15,12123
3659,2015,October,TAS,Various +,Normal Arrangements RPBS,97,7368
3660,2015,October,TAS,Other ++,Normal Arrangements PBS,249,4000
3661,2015,October,TAS,Other ++,Normal Arrangements RPBS,2653,56394
3662,2015,October,ACT,Alimentary Tract and Metabolism,Normal Arrangements PBS,28402,973509
3663,2015,October,ACT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,2064,48550
3664,2015,October,ACT,Blood and Blood Forming Organs,Normal Arrangements PBS,9628,396648
3665,2015,October,ACT,Blood and Blood Forming Organs,Special Arrangements PBS,104,134526
3666,2015,October,ACT,Blood and Blood Forming Organs,Normal Arrangements RPBS,956,32354
3667,2015,October,ACT,Blood and Blood Forming Organs,Special Arrangements RPBS,5,3856
3668,2015,October,ACT,Cardiovascular System,Normal Arrangements PBS,58059,1020213
3669,2015,October,ACT,Cardiovascular System,Special Arrangements PBS,12,24761
3670,2015,October,ACT,Cardiovascular System,Normal Arrangements RPBS,4253,71593
3671,2015,October,ACT,Cardiovascular System,Special Arrangements RPBS,1,604
3672,2015,October,ACT,Dermatologicals,Normal Arrangements PBS,2966,80868
3673,2015,October,ACT,Dermatologicals,Normal Arrangements RPBS,249,6951
3674,2015,October,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,3429,309093
3675,2015,October,ACT,Genito Urinary System and Sex Hormones,Special Arrangements PBS,355,244909
3676,2015,October,ACT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,314,15799
3677,2015,October,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,2832,74621
3678,2015,October,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,143,93015
3679,2015,October,ACT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,165,2508
3680,2015,October,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,12783,589047
3681,2015,October,ACT,General Anti-Infectives for Systemic Use,Special Arrangements PBS,7,24738
3682,2015,October,ACT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,712,8469
3683,2015,October,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,3878,2825319
3684,2015,October,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,457,852085
3685,2015,October,ACT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,110,98980
3686,2015,October,ACT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,1,3420
3687,2015,October,ACT,Musculo-Skeletal System,Normal Arrangements PBS,7594,306183
3688,2015,October,ACT,Musculo-Skeletal System,Special Arrangements PBS,1100,683357
3689,2015,October,ACT,Musculo-Skeletal System,Normal Arrangements RPBS,585,24486
3690,2015,October,ACT,Musculo-Skeletal System,Special Arrangements RPBS,16,8955
3691,2015,October,ACT,Nervous System,Normal Arrangements PBS,46364,1637922
3692,2015,October,ACT,Nervous System,Special Arrangements PBS,24,4478
3693,2015,October,ACT,Nervous System,Normal Arrangements RPBS,3084,77102
3694,2015,October,ACT,Anti-Parasitic Products,Normal Arrangements PBS,51,2837
3695,2015,October,ACT,Anti-Parasitic Products,Normal Arrangements RPBS,4,53
3696,2015,October,ACT,Respiratory System,Normal Arrangements PBS,11618,463621
3697,2015,October,ACT,Respiratory System,Special Arrangements PBS,2,3496
3698,2015,October,ACT,Respiratory System,Normal Arrangements RPBS,602,28482
3699,2015,October,ACT,Sensory Organs,Normal Arrangements PBS,6479,364685
3700,2015,October,ACT,Sensory Organs,Normal Arrangements RPBS,721,48783
3701,2015,October,ACT,Various +,Normal Arrangements PBS,263,72957
3702,2015,October,ACT,Various +,Special Arrangements PBS,12,22328
3703,2015,October,ACT,Various +,Normal Arrangements RPBS,38,7100
3704,2015,October,ACT,Other ++,Normal Arrangements PBS,236,9176
3705,2015,October,ACT,Other ++,Normal Arrangements RPBS,1367,45468
3706,2015,October,NT,Alimentary Tract and Metabolism,Normal Arrangements PBS,8063,290964
3707,2015,October,NT,Alimentary Tract and Metabolism,Normal Arrangements RPBS,297,9682
3708,2015,October,NT,Blood and Blood Forming Organs,Normal Arrangements PBS,2491,91018
3709,2015,October,NT,Blood and Blood Forming Organs,Special Arrangements PBS,5,6611
3710,2015,October,NT,Blood and Blood Forming Organs,Normal Arrangements RPBS,101,3406
3711,2015,October,NT,Cardiovascular System,Normal Arrangements PBS,16099,268255
3712,2015,October,NT,Cardiovascular System,Normal Arrangements RPBS,666,11203
3713,2015,October,NT,Dermatologicals,Normal Arrangements PBS,714,24193
3714,2015,October,NT,Dermatologicals,Normal Arrangements RPBS,37,964
3715,2015,October,NT,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,795,65280
3716,2015,October,NT,Genito Urinary System and Sex Hormones,Special Arrangements PBS,68,60404
3717,2015,October,NT,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,29,1713
3718,2015,October,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,983,17358
3719,2015,October,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,25,10136
3720,2015,October,NT,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,18,244
3721,2015,October,NT,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,4087,66851
3722,2015,October,NT,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,84,957
3723,2015,October,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,561,330733
3724,2015,October,NT,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,4,2568
3725,2015,October,NT,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,7,4531
3726,2015,October,NT,Musculo-Skeletal System,Normal Arrangements PBS,1721,43115
3727,2015,October,NT,Musculo-Skeletal System,Normal Arrangements RPBS,81,2213
3728,2015,October,NT,Nervous System,Normal Arrangements PBS,11049,397432
3729,2015,October,NT,Nervous System,Normal Arrangements RPBS,384,9551
3730,2015,October,NT,Anti-Parasitic Products,Normal Arrangements PBS,104,2321
3731,2015,October,NT,Anti-Parasitic Products,Normal Arrangements RPBS,3,54
3732,2015,October,NT,Respiratory System,Normal Arrangements PBS,3429,127222
3733,2015,October,NT,Respiratory System,Normal Arrangements RPBS,88,4446
3734,2015,October,NT,Sensory Organs,Normal Arrangements PBS,1425,74144
3735,2015,October,NT,Sensory Organs,Normal Arrangements RPBS,60,2956
3736,2015,October,NT,Various +,Normal Arrangements PBS,175,49713
3737,2015,October,NT,Various +,Normal Arrangements RPBS,1,343
3738,2015,October,NT,Other ++,Normal Arrangements PBS,19,302
3739,2015,October,NT,Other ++,Normal Arrangements RPBS,58,2413
3740,2015,November,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,947889,31427013
3741,2015,November,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,42265,995191
3742,2015,November,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,282074,10606043
3743,2015,November,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,2492,3262310
3744,2015,November,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,17606,545360
3745,2015,November,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,135,139298
3746,2015,November,NSW,Cardiovascular System,Normal Arrangements PBS,1871417,34532869
3747,2015,November,NSW,Cardiovascular System,Special Arrangements PBS,381,775670
3748,2015,November,NSW,Cardiovascular System,Normal Arrangements RPBS,75326,1276435
3749,2015,November,NSW,Cardiovascular System,Special Arrangements RPBS,14,20410
3750,2015,November,NSW,Dermatologicals,Normal Arrangements PBS,93709,2303408
3751,2015,November,NSW,Dermatologicals,Normal Arrangements RPBS,4796,118307
3752,2015,November,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,89870,4300368
3753,2015,November,NSW,Genito Urinary System and Sex Hormones,Special Arrangements PBS,6994,4900548
3754,2015,November,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4723,227274
3755,2015,November,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,102308,2401743
3756,2015,November,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,2493,2300628
3757,2015,November,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3449,63228
3758,2015,November,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,10,28623
3759,2015,November,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,409188,17503045
3760,2015,November,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,145,335875
3761,2015,November,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,12939,213728
